787,78227,Andre Spencer,
788,76337,Dexter Cambridge,
789,1432,Joe Courtney,
790,78464,Duane Washington,
791,1116,Melvin Newbern,
792,76184,Ricky Blanton,
793,754,Jim Jackson,latest
794,78251,Barry Stevens,
795,57,Doug Christie,latest
796,1090,Pat Durham,
797,77208,Thomas Jordan,
798,76022,Gary Alexander,
799,358,Anfernee Hardaway,latest
800,700,Keith Tower,
801,43,Chris Whitney,
802,76852,Josh Grant,
803,310,Bobby Hurley,
804,46,Mike Peplowski,
805,1577,Darnell Mee,
806,915,Rodney Rogers,latest
807,768,Acie Earl,
808,129,Dino Radja,
809,168,Chris Mills,
810,452,Vin Baker,
811,176,Antonio Harvey,
812,89,Nick Van Exel,latest
813,143,Terry Dehere,
814,381,James Robinson,
815,916,Corie Blount,
816,389,Toni Kukoc,latest
817,688,Michael Curry,latest
818,762,Shawn Bradley,latest
819,77254,Warren Kidd,
820,384,Calbert Cheaney,
821,348,Mitchell Butler,
822,77057,Tito Horford,
823,935,Bryon Russell,
824,1007,Luther Wright,
825,77644,Darren Morningstar,
826,469,Jamal Mashburn,
827,446,Lucious Harris,
828,461,Popeye Jones,
829,35,Eric Riley,
830,208,Sam Cassell,latest
831,136,P.J. Brown,latest
832,777,Rex Walters,
833,213,Antonio Davis,
834,275,Allan Houston,latest
835,283,Lindsey Hunter,
836,76517,Brian Davis,
837,375,Isaiah Rider,
838,78492,Matt Wenstrom,
839,321,Scott Haskin,
840,1666,Gerald Madkins,
841,37,Greg Graham,
842,911,Ervin Johnson,
843,248,George Lynch,latest
844,77478,Bob Martin,
845,76839,Ricky Grace,
846,78352,Sedric Toney,
847,185,Chris Webber,latest
848,49,Gheorghe Muresan,
849,77846,Richard Petruska,
850,78329,Kevin Thompson,
851,1817,Adonis Jordan,
852,197,Scott Burrell,
853,725,Dell Demps,
854,76308,Evers Burns,
855,1425,Aaron Williams,
856,77109,Stanley Jackson,
857,133,David Wesley,latest
858,12,Chris King,
859,346,Doug Edwards,
860,1677,Harold Ellis,
861,1635,Malcolm Mackey,
862,76412,Ben Coleman,
863,77460,Roy Marble,
864,674,Reggie Jordan,
865,76772,Chad Gallagher,
866,448,Bo Outlaw,latest
